seal,ref,d_date,lat,lon,v_mask
B21,hg32-24-11,2011-12-03T13:59:56Z,48.2733192443848,-4.6430401802063,0
B21,hg32-24-11,2011-12-03T14:13:28Z,48.2732200622559,-4.64303016662598,0
B21,hg32-24-11,2011-12-03T14:23:52Z,48.2733306884766,-4.64323997497559,0
B21,hg32-24-11,2011-12-03T14:38:00Z,48.2737884521484,-4.6451301574707,0
B21,hg32-24-11,2011-12-03T14:48:04Z,48.2733306884766,-4.64398002624512,0
B21,hg32-24-11,2011-12-03T15:00:36Z,48.2733612060547,-4.64358997344971,0
B21,hg32-24-11,2011-12-03T15:14:24Z,48.2734298706055,-4.64247989654541,0
B21,hg32-24-11,2011-12-03T15:24:32Z,48.2734107971191,-4.64318990707397,0
B21,hg32-24-11,2011-12-03T15:45:04Z,48.2732391357422,-4.64323997497559,0
B21,hg32-24-11,2011-12-03T15:55:12Z,48.2733917236328,-4.64300012588501,0
B21,hg32-24-11,2011-12-03T16:05:16Z,48.2732009887695,-4.64336013793945,0
B21,hg32-24-11,2011-12-03T16:15:16Z,48.2732810974121,-4.64324998855591,0
B21,hg32-24-11,2011-12-03T16:27:28Z,48.2732582092285,-4.64317989349365,0
B21,hg32-24-11,2011-12-03T16:37:28Z,48.2731704711914,-4.64314985275269,0
B21,hg32-24-11,2011-12-03T17:01:36Z,48.2732391357422,-4.64324998855591,0
B21,hg32-24-11,2011-12-03T17:14:20Z,48.2715187072754,-4.64603996276855,0
B21,hg32-24-11,2011-12-03T18:11:40Z,48.257251739502,-4.63649988174438,0
B21,hg32-24-11,2011-12-03T19:59:36Z,48.2243804931641,-4.66472005844116,0
B21,hg32-24-11,2011-12-03T20:59:48Z,48.2132682800293,-4.69187021255493,0
B21,hg32-24-11,2011-12-03T21:10:04Z,48.2126083374023,-4.69309997558594,0
B21,hg32-24-11,2011-12-03T22:24:16Z,48.2079200744629,-4.68037986755371,0
B21,hg32-24-11,2011-12-04T02:28:23Z,48.2696800231934,-4.66445016860962,0
B21,hg32-24-11,2011-12-04T02:44:22Z,48.2743682861328,-4.67081022262573,0
B21,hg32-24-11,2011-12-04T03:46:36Z,48.285400390625,-4.67083978652954,0
B21,hg32-24-11,2011-12-04T04:41:00Z,48.2901802062988,-4.66739988327026,0
B21,hg32-24-11,2011-12-04T05:27:12Z,48.2910690307617,-4.666100025177,0
B21,hg32-24-11,2011-12-04T05:39:08Z,48.292049407959,-4.66496992111206,0
B21,hg32-24-11,2011-12-04T06:52:53Z,48.2896385192871,-4.66119003295898,0
B21,hg32-24-11,2011-12-04T07:12:40Z,48.2859001159668,-4.6713399887085,0
B21,hg32-24-11,2011-12-04T07:30:32Z,48.2855415344238,-4.67847013473511,0
B21,hg32-24-11,2011-12-04T07:44:20Z,48.2834091186523,-4.68613004684448,0
B21,hg32-24-11,2011-12-04T09:08:48Z,48.2737083435059,-4.65712976455688,0
B21,hg32-24-11,2011-12-04T09:29:08Z,48.2734489440918,-4.64298009872437,0
B21,hg32-24-11,2011-12-04T09:50:28Z,48.2733001708984,-4.64311981201172,0
B21,hg32-24-11,2011-12-04T10:01:08Z,48.2733192443848,-4.64307022094727,0
B21,hg32-24-11,2011-12-04T10:12:36Z,48.2733497619629,-4.64302015304565,0
B21,hg32-24-11,2011-12-04T10:23:20Z,48.2732887268066,-4.64293003082275,0
B21,hg32-24-11,2011-12-04T10:33:44Z,48.2733612060547,-4.64308023452759,0
B21,hg32-24-11,2011-12-04T10:44:00Z,48.2734413146973,-4.6430401802063,0
B21,hg32-24-11,2011-12-04T10:55:04Z,48.2732200622559,-4.64291000366211,0
B21,hg32-24-11,2011-12-04T11:05:44Z,48.2733917236328,-4.64318990707397,0
B21,hg32-24-11,2011-12-04T11:15:52Z,48.2733383178711,-4.64305019378662,0
B21,hg32-24-11,2011-12-04T11:26:28Z,48.2733612060547,-4.64313983917236,0
B21,hg32-24-11,2011-12-04T11:38:36Z,48.2732696533203,-4.64314985275269,0
B21,hg32-24-11,2011-12-04T11:49:40Z,48.2734107971191,-4.64278984069824,0
B21,hg32-24-11,2011-12-04T12:00:56Z,48.2734603881836,-4.6431097984314,0
B21,hg32-24-11,2011-12-04T12:11:04Z,48.2726287841797,-4.64137983322144,0
B21,hg32-24-11,2011-12-04T12:24:48Z,48.2730102539063,-4.64208984375,0
B21,hg32-24-11,2011-12-04T12:46:22Z,48.2734184265137,-4.64314985275269,0
B21,hg32-24-11,2011-12-04T13:22:00Z,48.2733383178711,-4.6431097984314,0
B21,hg32-24-11,2011-12-04T13:46:52Z,48.2734413146973,-4.64313983917236,0
B21,hg32-24-11,2011-12-04T13:58:24Z,48.2733688354492,-4.6434497833252,0
B21,hg32-24-11,2011-12-04T14:36:12Z,48.2737197875977,-4.64480018615723,0
B21,hg32-24-11,2011-12-04T14:47:48Z,48.2732009887695,-4.64282989501953,0
B21,hg32-24-11,2011-12-04T15:01:24Z,48.2733001708984,-4.64265012741089,0
B21,hg32-24-11,2011-12-04T15:15:36Z,48.2732810974121,-4.6431097984314,0
B21,hg32-24-11,2011-12-04T15:26:36Z,48.2731895446777,-4.64330005645752,0
B21,hg32-24-11,2011-12-04T15:52:16Z,48.2732810974121,-4.6432900428772,0
B21,hg32-24-11,2011-12-04T16:18:36Z,48.2667694091797,-4.64277982711792,0
B21,hg32-24-11,2011-12-04T19:23:39Z,48.2222518920898,-4.67726993560791,0
B21,hg32-24-11,2011-12-04T19:38:00Z,48.2262687683105,-4.67914009094238,0
B21,hg32-24-11,2011-12-04T19:49:08Z,48.2262115478516,-4.67777013778687,0
B21,hg32-24-11,2011-12-04T19:59:40Z,48.2261390686035,-4.67632007598877,0
B21,hg32-24-11,2011-12-04T20:09:48Z,48.2307891845703,-4.68314981460571,0
B21,hg32-24-11,2011-12-04T20:25:20Z,48.2388801574707,-4.69282007217407,0
B21,hg32-24-11,2011-12-04T20:37:04Z,48.2445106506348,-4.70072984695435,0
B21,hg32-24-11,2011-12-04T21:31:44Z,48.2721405029297,-4.7361798286438,0
B21,hg32-24-11,2011-12-04T21:45:12Z,48.2788314819336,-4.74501991271973,0
B21,hg32-24-11,2011-12-04T21:56:48Z,48.2847290039063,-4.75243997573853,0
B21,hg32-24-11,2011-12-04T22:20:00Z,48.2946014404297,-4.76974010467529,0
B21,hg32-24-11,2011-12-04T22:31:48Z,48.300121307373,-4.77704000473022,0
B21,hg32-24-11,2011-12-04T23:06:32Z,48.3157005310059,-4.80306005477905,0
B21,hg32-24-11,2011-12-04T23:56:48Z,48.3383598327637,-4.84758996963501,0
B21,hg32-24-11,2011-12-05T00:06:48Z,48.3412208557129,-4.85799980163574,0
B21,hg32-24-11,2011-12-05T00:16:48Z,48.3408393859863,-4.86450004577637,0
B21,hg32-24-11,2011-12-05T01:06:16Z,48.3702201843262,-4.88141012191772,0
B21,hg32-24-11,2011-12-05T01:26:16Z,48.3711700439453,-4.88052988052368,0
B21,hg32-24-11,2011-12-05T08:16:16Z,48.3709411621094,-4.88009977340698,0
B21,hg32-24-11,2011-12-05T09:56:16Z,48.3710517883301,-4.88024997711182,0
B21,hg32-24-11,2011-12-05T11:36:16Z,48.3712501525879,-4.88079023361206,0
B21,hg32-24-11,2011-12-05T12:31:20Z,48.3702697753906,-4.88009977340698,0
B21,hg32-24-11,2011-12-05T12:57:28Z,48.3706512451172,-4.88016986846924,0
B21,hg32-24-11,2011-12-05T13:20:04Z,48.3705101013184,-4.88128995895386,0
B21,hg32-24-11,2011-12-05T13:35:28Z,48.3708801269531,-4.88205003738403,0
B21,hg32-24-11,2011-12-05T13:45:28Z,48.3707809448242,-4.88090991973877,0
B21,hg32-24-11,2011-12-05T14:06:56Z,48.3707084655762,-4.88114976882935,0
B21,hg32-24-11,2011-12-05T14:18:20Z,48.3706283569336,-4.88114023208618,0
B21,hg32-24-11,2011-12-05T14:28:40Z,48.3707504272461,-4.88141012191772,0
B21,hg32-24-11,2011-12-05T14:38:44Z,48.3707885742188,-4.88144016265869,0
B21,hg32-24-11,2011-12-05T14:49:04Z,48.3707008361816,-4.88151979446411,0
B21,hg32-24-11,2011-12-05T14:59:12Z,48.3706398010254,-4.88148021697998,0
B21,hg32-24-11,2011-12-05T15:09:20Z,48.3704605102539,-4.8821702003479,0
B21,hg32-24-11,2011-12-05T15:22:12Z,48.3707695007324,-4.88158988952637,0
B21,hg32-24-11,2011-12-05T15:34:20Z,48.3706092834473,-4.88179016113281,0
B21,hg32-24-11,2011-12-05T15:56:16Z,48.3705215454102,-4.88186979293823,0
B21,hg32-24-11,2011-12-05T16:07:04Z,48.3704490661621,-4.88158988952637,0
B21,hg32-24-11,2011-12-05T16:20:12Z,48.3704795837402,-4.88158988952637,0
B21,hg32-24-11,2011-12-05T16:30:40Z,48.3703384399414,-4.88156986236572,0
B21,hg32-24-11,2011-12-05T17:01:40Z,48.3680114746094,-4.88146018981934,0
B21,hg32-24-11,2011-12-05T17:22:44Z,48.3680381774902,-4.8815598487854,0
B21,hg32-24-11,2011-12-05T17:44:00Z,48.3690490722656,-4.88040018081665,0
B21,hg32-24-11,2011-12-05T18:04:44Z,48.3711814880371,-4.8796501159668,0
B21,hg32-24-11,2011-12-05T18:21:00Z,48.3711395263672,-4.87964010238647,0
B21,hg32-24-11,2011-12-05T18:31:28Z,48.3711814880371,-4.87975978851318,0
B21,hg32-24-11,2011-12-05T18:42:44Z,48.3709297180176,-4.87940979003906,0
B21,hg32-24-11,2011-12-05T18:52:48Z,48.3700790405273,-4.87914991378784,0
B21,hg32-24-11,2011-12-05T19:03:48Z,48.3712615966797,-4.87981986999512,0
B21,hg32-24-11,2011-12-05T19:14:00Z,48.3709411621094,-4.87994003295898,0
B21,hg32-24-11,2011-12-05T19:24:00Z,48.3710403442383,-4.87997007369995,0
B21,hg32-24-11,2011-12-05T19:34:00Z,48.3709907531738,-4.88001012802124,0
B21,hg32-24-11,2011-12-05T19:44:00Z,48.3711013793945,-4.88018989562988,0
B21,hg32-24-11,2011-12-05T19:54:00Z,48.3710403442383,-4.88011980056763,0
B21,hg32-24-11,2011-12-05T20:04:00Z,48.371021270752,-4.8800802230835,0
B21,hg32-24-11,2011-12-05T20:14:40Z,48.3709907531738,-4.8799901008606,0
B21,hg32-24-11,2011-12-05T20:24:40Z,48.3709106445313,-4.8800802230835,0
B21,hg32-24-11,2011-12-05T20:35:00Z,48.370979309082,-4.87995004653931,0
B21,hg32-24-11,2011-12-05T20:45:00Z,48.3710289001465,-4.88021993637085,0
B21,hg32-24-11,2011-12-05T20:55:04Z,48.3709182739258,-4.88005018234253,0
